Date,Open,Close,High,Low,Volume
2018-01-02,12.443,12.793,13.023,12.413,2081592.0
2018-01-03,12.823,12.423,12.953,12.293,2962498.0
2018-01-04,12.413,12.343,12.463,12.223,1854509.0
2018-01-05,12.303,12.393,12.443,12.243,1210312.0
2018-01-08,12.343,12.053,12.383,11.953,2158620.0
2018-01-09,12.053,12.173,12.293,12.013,1344345.0
2018-01-10,12.133,12.563,12.583,12.013,2403277.0
2018-01-11,12.503,12.493,12.683,12.363,1443877.0
2018-01-12,12.543,12.643,12.773,12.503,1353991.0
2018-01-15,12.603,13.293,13.423,12.593,3122394.0
2018-01-16,13.263,13.293,13.473,13.113,2444549.0
2018-01-17,13.423,13.323,13.893,13.293,2656294.0
2018-01-18,13.493,13.813,13.813,13.373,2148026.0
2018-01-19,13.893,13.893,14.223,13.773,2571146.0
2018-01-22,13.693,13.533,14.033,13.523,2073867.0
2018-01-23,13.453,13.743,13.993,13.423,2388791.0
2018-01-24,13.753,13.733,14.173,13.593,2591292.0
2018-01-25,13.543,13.293,13.563,13.093,2369984.0
2018-01-26,13.273,13.143,13.433,13.113,2032988.0
2018-01-29,13.143,12.833,13.343,12.693,2090546.0
2018-01-30,12.793,12.743,12.933,12.643,1094739.0
2018-01-31,12.693,13.143,13.143,12.623,1747729.0
2018-02-01,13.043,13.123,13.393,12.933,2005614.0
2018-02-02,13.003,13.143,13.193,12.723,1176512.0
2018-02-05,12.893,13.643,13.663,12.823,2331997.0
2018-02-06,13.323,13.093,13.423,13.023,2582872.0
2018-02-07,13.313,12.013,13.393,11.853,3345716.0
2018-02-08,11.923,11.633,12.013,11.623,2137815.0
2018-02-09,11.173,10.783,11.173,10.473,2824949.0
2018-02-12,10.873,10.813,10.933,10.653,1228782.0
2018-02-13,10.963,11.033,11.303,10.933,1298178.0
2018-02-14,11.053,11.093,11.123,10.853,864190.0
2018-02-22,11.343,11.553,11.623,11.343,1268406.0
2018-02-23,11.673,11.703,11.883,11.543,1013663.0
2018-02-26,11.863,11.723,11.943,11.543,1045758.0
2018-02-27,11.733,11.373,11.793,11.283,1285869.0
2018-02-28,11.193,11.143,11.283,11.023,1214145.0
2018-03-01,11.013,11.133,11.243,10.993,886957.0
2018-03-02,11.013,11.043,11.133,10.943,663124.0
2018-03-05,11.023,10.953,11.173,10.893,754183.0
2018-03-06,11.043,11.193,11.203,10.863,1150162.0
2018-03-07,11.243,11.143,11.433,11.133,1427570.0
2018-03-08,11.143,11.203,11.243,11.043,689755.0
2018-03-09,11.243,11.183,11.293,11.073,943876.0
2018-03-12,11.243,11.123,11.263,11.043,1268701.0
2018-03-13,11.133,11.113,11.313,11.093,1082267.0
2018-03-14,11.073,11.013,11.093,10.923,635594.0
2018-03-15,10.883,10.803,10.943,10.753,1155694.0
2018-03-16,10.813,10.733,10.943,10.733,962983.0
2018-03-19,10.753,10.923,10.933,10.703,808538.0
2018-03-20,10.833,10.913,10.973,10.813,776150.0
2018-03-21,11.043,10.993,11.213,10.943,1445109.0
2018-03-22,10.993,10.753,11.063,10.713,984278.0
2018-03-23,10.343,10.433,10.443,10.013,1825690.0
2018-03-26,10.243,10.023,10.293,9.953,1383598.0
2018-03-27,10.193,10.033,10.263,9.953,1103933.0
2018-03-28,9.943,9.983,10.233,9.883,1099023.0
2018-03-29,10.013,10.143,10.263,9.643,1330602.0
2018-03-30,10.133,9.993,10.143,9.973,752173.0
2018-04-02,9.963,9.803,10.083,9.793,1109316.0
2018-04-03,9.693,9.653,9.763,9.603,890745.0
2018-04-04,9.773,9.963,10.103,9.693,1602488.0
2018-04-09,9.893,10.113,10.193,9.823,1074795.0
2018-04-10,10.113,10.513,10.553,10.063,1390950.0
2018-04-11,10.483,10.923,11.013,10.473,2095970.0
2018-04-12,10.893,10.613,10.923,10.513,1173128.0
2018-04-13,10.733,10.663,10.883,10.543,1300255.0
2018-04-16,10.563,10.193,10.563,10.123,1427072.0
2018-04-17,10.213,10.303,10.543,10.203,1301891.0
2018-04-18,10.543,10.593,10.703,10.373,1475845.0
2018-04-19,10.613,10.563,10.783,10.513,849131.0
2018-04-20,10.603,10.443,10.673,10.293,958690.0
2018-04-23,10.393,10.663,10.703,10.353,1070289.0
2018-04-24,10.723,10.953,11.033,10.673,1461098.0
2018-04-25,10.853,10.773,10.903,10.723,730286.0
2018-04-26,10.753,10.513,10.783,10.403,874235.0
2018-04-27,10.583,9.943,10.603,9.723,2709795.0
2018-05-02,10.063,9.973,10.123,9.893,1190523.0
2018-05-03,9.953,9.843,9.973,9.663,1281355.0
2018-05-04,9.823,9.773,9.923,9.753,710509.0
2018-05-07,9.793,9.903,9.923,9.733,974309.0
2018-05-08,9.923,10.103,10.243,9.893,1373305.0
2018-05-09,10.073,10.063,10.123,9.973,627656.0
2018-05-10,10.123,10.103,10.183,10.003,552735.0
2018-05-11,10.133,10.103,10.223,10.053,772369.0
2018-05-14,10.183,10.273,10.323,10.123,1039297.0
2018-05-15,10.273,10.213,10.283,10.113,669261.0
2018-05-16,10.163,9.993,10.163,9.983,714362.0
2018-05-17,10.003,9.913,10.033,9.873,586494.0
2018-05-18,9.903,10.053,10.063,9.853,578384.0
2018-05-21,10.163,10.043,10.203,10.023,763533.0
2018-05-22,10.043,9.953,10.073,9.883,589871.0
2018-05-23,9.913,9.743,9.913,9.713,991016.0
2018-05-24,9.753,9.703,9.773,9.673,688152.0
2018-05-25,9.703,9.683,9.763,9.643,593335.0
2018-05-28,9.673,9.683,9.753,9.603,569400.0
2018-05-29,9.673,9.473,9.723,9.443,889494.0
2018-05-30,9.383,9.173,9.383,9.143,1124447.0
2018-05-31,9.203,9.273,9.283,9.113,987360.0
2018-06-01,9.243,9.283,9.383,9.163,597211.0
2018-06-04,9.323,9.363,9.403,9.243,593038.0
2018-06-05,9.383,9.353,9.393,9.203,656540.0
2018-06-06,9.343,9.233,9.353,9.193,712743.0
2018-06-07,9.293,9.463,9.553,9.273,1262638.0
2018-06-08,9.423,9.213,9.423,9.153,1099379.0
2018-06-11,9.153,9.133,9.223,9.093,721374.0
2018-06-12,9.123,9.153,9.173,9.043,913300.0
2018-06-13,9.133,9.043,9.153,9.043,530584.0
2018-06-14,9.043,9.163,9.243,9.013,866392.0
2018-06-15,9.173,9.263,9.383,9.153,1248707.0
2018-06-19,9.143,8.963,9.243,8.913,1565874.0
2018-06-20,8.963,9.003,9.043,8.853,763637.0
2018-06-21,9.023,8.953,9.133,8.953,840070.0
2018-06-22,8.893,8.943,8.963,8.863,657818.0
2018-06-25,9.003,8.553,9.013,8.473,1195212.0
2018-06-26,8.483,8.453,8.533,8.183,1124156.0
2018-06-27,8.403,8.183,8.493,8.123,1045142.0
2018-06-28,8.043,8.013,8.173,7.963,1110764.0
2018-06-29,8.103,8.183,8.223,8.053,675299.0
2018-07-02,8.143,7.703,8.143,7.643,1315520.0
2018-07-03,7.783,7.763,7.793,7.543,1274838.0
2018-07-04,7.723,7.703,7.843,7.703,711153.0
2018-07-05,7.713,7.693,7.823,7.643,835768.0
2018-07-06,7.703,7.753,7.873,7.543,988282.0
2018-07-09,7.783,8.123,8.123,7.773,1409954.0
2018-07-10,8.113,8.073,8.113,7.983,896862.0
2018-07-11,7.853,7.873,7.923,7.773,851296.0
2018-07-12,7.829,8.109,8.199,7.809,1140492.0
2018-07-13,8.149,8.109,8.169,8.049,603378.0
2018-07-16,8.079,7.959,8.129,7.919,689845.0
2018-07-17,7.969,7.949,7.979,7.889,375356.0
2018-07-18,7.979,7.929,8.079,7.919,525152.0
2018-07-19,7.979,7.959,8.039,7.919,461372.0
2018-07-20,7.959,8.339,8.429,7.839,1754277.0
2018-07-23,8.269,8.649,8.679,8.229,1781688.0
2018-07-24,8.619,8.629,8.819,8.559,1425894.0
2018-07-25,8.669,8.609,8.699,8.559,614122.0
2018-07-26,8.629,8.479,8.709,8.439,833358.0
2018-07-27,8.529,8.479,8.589,8.409,515126.0
2018-07-30,8.549,8.619,8.719,8.489,706385.0
2018-07-31,8.599,8.649,8.719,8.479,720150.0
2018-08-01,8.649,8.379,8.729,8.339,814081.0
2018-08-02,8.359,8.169,8.379,8.109,931401.0
2018-08-03,8.159,8.139,8.329,8.139,476546.0
2018-08-06,8.169,8.169,8.339,8.119,554010.0
2018-08-07,8.189,8.399,8.399,8.109,690423.0
2018-08-08,8.389,8.279,8.389,8.269,578953.0
2018-08-09,8.269,8.519,8.579,8.249,806783.0
2018-08-10,8.529,8.459,8.549,8.389,424168.0
2018-08-13,8.349,8.279,8.389,8.129,818491.0
2018-08-14,8.259,8.229,8.269,8.169,430240.0
2018-08-15,8.249,8.019,8.249,7.979,670442.0
2018-08-16,7.959,8.009,8.119,7.869,638272.0
2018-08-17,8.109,8.039,8.169,8.009,649476.0
2018-08-20,8.129,8.229,8.249,8.099,681322.0
2018-08-21,8.249,8.459,8.489,8.239,1264474.0
2018-08-22,8.469,8.519,8.569,8.359,982433.0
2018-08-23,8.529,8.589,8.649,8.459,729074.0
2018-08-24,8.539,9.259,9.509,8.519,3040408.0
2018-08-27,9.249,9.659,9.659,9.199,2218424.0
2018-08-28,9.569,9.519,9.659,9.469,1289777.0
2018-08-29,9.479,9.499,9.559,9.379,901883.0
2018-08-30,9.499,9.349,9.579,9.309,994917.0
2018-08-31,9.359,9.359,9.549,9.329,1310865.0
2018-09-03,9.319,9.419,9.529,9.319,711695.0
2018-09-04,9.429,9.659,9.779,9.299,1296342.0
2018-09-05,9.529,9.279,9.559,9.279,1179453.0
2018-09-06,9.279,9.199,9.369,9.179,711777.0
2018-09-07,9.269,9.239,9.409,9.159,809035.0
2018-09-10,9.239,9.109,9.299,9.069,636989.0
2018-09-11,9.129,9.139,9.259,9.039,712967.0
2018-09-12,9.099,9.109,9.199,9.049,564829.0
2018-09-13,9.319,9.189,9.329,9.069,999725.0
2018-09-14,9.209,9.069,9.209,9.039,619750.0
2018-09-17,9.029,8.919,9.029,8.909,517082.0
2018-09-18,8.959,9.309,9.349,8.929,1126807.0
2018-09-19,9.259,9.469,9.569,9.259,1231548.0
2018-09-20,9.499,9.459,9.589,9.419,620348.0
2018-09-21,9.489,9.899,9.929,9.409,1624518.0
2018-09-25,9.749,9.779,9.909,9.709,977014.0
2018-09-26,9.839,9.939,10.149,9.749,1490513.0
2018-09-27,9.879,9.969,10.069,9.799,880363.0
2018-09-28,10.009,10.279,10.499,10.009,2110242.0
2018-10-08,9.929,9.679,10.019,9.679,1686358.0
2018-10-09,9.689,9.789,9.929,9.619,1064084.0
2018-10-10,9.769,9.679,9.889,9.609,995200.0
2018-10-11,9.279,9.089,9.389,8.929,1995143.0
2018-10-12,9.199,9.529,9.569,9.099,1516810.0
2018-10-15,9.619,9.339,9.699,9.319,1402685.0
2018-10-16,9.369,9.599,9.769,9.349,1396921.0
2018-10-17,9.729,9.559,9.779,9.369,1350889.0
2018-10-18,9.519,9.319,9.519,9.289,1001156.0
2018-10-19,9.179,9.989,10.009,9.149,2083667.0
2018-10-22,10.039,10.379,10.689,10.009,2645543.0
2018-10-23,10.429,10.069,10.449,9.959,1602545.0
2018-10-24,10.129,10.269,10.559,10.029,1829424.0
2018-10-25,10.029,10.519,10.519,9.939,1685011.0
2018-10-26,10.519,10.409,10.539,10.189,1299975.0
2018-10-29,10.429,9.979,10.469,9.849,1591628.0
2018-10-30,10.009,10.129,10.309,9.959,1501827.0
2018-10-31,10.179,10.139,10.219,9.979,1152683.0
2018-11-01,10.219,10.059,10.279,9.989,1542776.0
2018-11-02,10.269,10.319,10.389,10.059,2212922.0
2018-11-05,10.179,10.149,10.269,10.049,1291924.0
2018-11-06,10.099,10.069,10.159,9.959,735725.0
2018-11-07,10.059,10.039,10.179,9.979,785597.0
2018-11-08,10.109,10.119,10.199,10.049,793976.0
2018-11-09,9.939,9.779,9.959,9.629,1629269.0
2018-11-12,9.689,9.789,9.809,9.609,920333.0
2018-11-13,9.639,9.769,9.879,9.609,1072497.0
2018-11-14,9.759,9.669,9.779,9.649,774239.0
2018-11-15,9.669,9.849,9.869,9.649,901461.0
2018-11-16,9.839,9.799,9.949,9.719,1059592.0
2018-11-19,9.799,10.079,10.109,9.799,1360887.0
2018-11-20,9.979,9.799,10.029,9.749,1033877.0
2018-11-21,9.729,9.839,9.899,9.709,666157.0
2018-11-22,9.899,9.779,9.899,9.709,500267.0
2018-11-23,9.759,9.549,9.809,9.539,700358.0
2018-11-26,9.569,9.569,9.689,9.529,516569.0
2018-11-27,9.579,9.409,9.619,9.389,733448.0
2018-11-28,9.399,9.509,9.539,9.389,537751.0
2018-11-29,9.579,9.429,9.619,9.419,485284.0
2018-11-30,9.449,9.589,9.589,9.399,594715.0
2018-12-03,9.819,9.819,9.889,9.699,1064097.0
2018-12-04,9.799,9.819,9.849,9.759,534813.0
2018-12-05,9.719,9.679,9.739,9.629,581545.0
2018-12-06,9.589,9.479,9.599,9.459,578866.0
2018-12-07,9.529,9.509,9.619,9.499,340216.0
2018-12-10,9.449,9.399,9.499,9.359,494818.0
2018-12-11,9.439,9.459,9.489,9.399,299089.0
2018-12-12,9.529,9.469,9.549,9.429,366379.0
2018-12-13,9.479,9.619,9.709,9.429,790845.0
2018-12-14,9.569,9.399,9.579,9.389,526675.0
2018-12-17,9.389,9.519,9.559,9.329,571274.0
2018-12-18,9.429,9.349,9.549,9.329,537744.0
2018-12-19,9.369,9.169,9.409,9.129,598007.0
2018-12-20,9.149,8.939,9.199,8.859,990284.0
2018-12-21,8.909,8.679,8.929,8.559,1000616.0
2018-12-24,8.629,8.649,8.679,8.539,509117.0
2018-12-25,8.519,8.569,8.659,8.439,586615.0
2018-12-26,8.579,8.529,8.649,8.499,421140.0
2018-12-27,8.679,8.509,8.719,8.509,624593.0
2018-12-28,8.539,8.609,8.689,8.539,576604.0
